,disease,diagnosis lists,manual_label_1,manual label,score,conversations
10,chicken pox,"['Viral Exanthem', 'Measles', 'Dengue Fever', 'Scarlet Fever']",1,1,5,"[""Patient: I've had a high fever for the past few days. I don't know what's causing it. Also, I noticed rashes on my skin and it's hard for me to resist scratching."", ""Doctor: It sounds like you're dealing with a high fever and skin rashes that are itchy. Can you tell me if you've noticed any other symptoms like body aches, a sore throat, or if the rashes are spreading to certain areas? More information can help in understanding your condition better."", ""Patient: I've had some body aches, but I can't say for sure about a sore throat. The rashes do seem to be spreading, mainly on my chest and back."", ""Doctor: Thank you for providing more information. To help improve the accuracy of the diagnosis, could you please tell me about any recent exposure to others with similar symptoms, or if you've experienced any respiratory symptoms like a cough or runny nose?"", ""Patient: I do not know about any recent exposure to others with similar symptoms. I haven't experienced a cough or runny nose."", 'Doctor: Thank you for the additional information. Based on your symptoms of high fever, body aches, and spreading itchy rashes on the chest and back, there are a few possible illnesses that come to mind. However, to improve the accuracy of the diagnosis, could you please tell me about any potential insect bites or recent travel history to areas where certain illnesses are prevalent? This information might help in narrowing down the possibilities.', ""Patient: I haven't traveled anywhere recently, and I don't recall any insect bites."", 'Doctor: Thank you for sharing that information. Your symptoms of high fever, spreading itchy rashes, and body aches could be indicative of a few illnesses. To enhance the accuracy of my assessment, could you tell me about any recent vaccinations or possible contact with people who might have similar symptoms? This could provide further insights.', 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of high fever, spreading itchy rashes, and body aches, you might be experiencing conditions such as Viral Exanthem, Measles, Dengue Fever, or Scarlet Fever. It is important to consult a medical professional for an accurate diagnosis and appropriate treatment. Please take care of yourself and seek medical attention promptly.']"
11,chicken pox,"['Allergic Reaction', 'Viral Infection', 'Petechiae due to a blood disorder', 'Dermatitis']",0,1,4,"[""Patient: Hello! I have small red spots all over my body, and I'm not sure why they're there. I'm also feeling extremely tired, and I experience a mild fever every night. It's quite worrying."", ""Doctor: Thank you for sharing those symptoms with me. To help narrow down the possibilities, could you tell me if you have experienced any recent changes in your environment, diet, or if you've traveled recently? Additionally, are there any other symptoms you might have noticed, such as itching or swelling?"", ""Patient: I have noticed that the small red spots are quite itchy. I haven't traveled recently, and there haven't been any significant changes in my environment or diet that I'm aware of. I do not have more information."", ""Doctor: Based on the symptoms you've described, here are some possible conditions: an allergic reaction, a viral infection, petechiae that might indicate a blood disorder, or dermatitis. It's important to consult with a medical professional who can provide a proper diagnosis and treatment plan. Please take care and seek medical attention soon.""]"
12,common cold,"['COVID-19', 'Influenza', 'Sinusitis', 'Mononucleosis']",0,1,4,"[""Patient: I feel weak and my lymph nodes are swollen. My eyes burn and my throat hurts. My sinuses are congested and my nose is stuffy. I can't smell anything and my chest hurts."", ""Doctor: It seems like you're experiencing a range of symptoms that could be attributed to a few different illnesses. Could you tell me if you have a fever or if there are any other symptoms you're experiencing? This will help me narrow down the possibilities and improve the accuracy of the diagnosis."", ""Patient: I do not know if I have a fever, but I feel weak, my lymph nodes are swollen, my eyes burn, my throat hurts, my sinuses are congested, my nose is stuffy, I can't smell anything, and my chest hurts."", ""Doctor: Thank you for providing more information. In order to improve the accuracy of the diagnosis, could you let me know if you've had a cough or any recent exposure to someone who's been ill? Additionally, any information about the duration of these symptoms would be helpful."", ""Patient: I've had a bit of a cough. I am not sure if I've been around anyone sick recently. The symptoms started a few days ago."", 'Doctor: Thank you for providing more details. Based on your symptoms of weakness, swollen lymph nodes, burning eyes, sore throat, sinus congestion, stuffy nose, loss of smell, chest pain, and cough, there are a few possible illnesses. Could you let me know if you have noticed any changes in your appetite or experienced any fatigue or body aches? This additional information would be helpful in refining the list of possibilities.', ""Patient: I feel quite fatigued, and I do have body aches. I haven't noticed any significant changes in my appetite though."", 'Doctor: Thank you for sharing more details. Based on your symptoms of fatigue, body aches, weakness, swollen lymph nodes, burning eyes, sore throat, sinus congestion, stuffy nose, loss of smell, chest pain, and cough, your condition could possibly be due to COVID-19, Influenza, Sinusitis, or Mononucleosis. Please consider seeing a medical professional for a definitive diagnosis and appropriate treatment. If possible, it may be beneficial to get tested for COVID-19. Let me know if there are any additional symptoms or questions you might have, as this can help refine the information.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, there are a few possible illnesses that you might be experiencing. These include COVID-19, Influenza, Sinusitis, and Mononucleosis. It's essential to consult a medical professional to receive a definitive diagnosis and appropriate treatment. If possible, consider getting tested for COVID-19, as it could be a significant concern currently. Take care and ensure you get the medical attention you need.""]"
13,common cold,"['Common Cold', 'Sinusitis', 'Bronchitis', 'Influenza']",1,1,5,"[""Patient: Hello, doctor. I've been coughing a lot and I'm freezing. My nose is stuffed up and my face hurts. I've also been coughing up some nasty stuff, my chest hurts, and my muscles ache. I can't smell anything."", 'Doctor: Thank you for providing those details. To improve the accuracy of the diagnosis, could you tell me if you have experienced any fever, and if so, how high? Also, how long have these symptoms been persisting?', ""Patient: I do not know. I've had these symptoms for a few days now."", ""Doctor: Thank you for sharing more information. To help narrow down the possibilities, could you let me know if you've experienced any fever, chills, or headache? Additionally, do you recall any recent exposure to sick individuals or changes in your environment that might be relevant?"", ""Patient: I've been freezing a lot, so I've been having chills. My muscles and face hurt, but I don't recall having a fever or headache. I do not have more information about recent exposure to sick individuals or environmental changes."", ""Doctor: Based on the symptoms you've described—coughing, chills, a stuffy nose, facial pain, chest pain, muscle aches, and loss of smell—it seems that you could be experiencing a common cold, sinusitis, bronchitis, or influenza. However, obtaining an accurate diagnosis requires a medical examination from a healthcare professional. Please consult with a medical professional as soon as possible for a proper evaluation and treatment plan. Take care and feel better soon!""]"
14,diabetes,"['Diabetes Mellitus', 'Hypothyroidism', 'Depression', 'Chronic Fatigue Syndrome']",1,1,5,"[""Patient: Hello, doctor. I've been experiencing mood swings and have trouble concentrating. My mind feels hazy and foggy at times, which makes doing even regular chores difficult. I also feel extremely thirsty all the time and have to go to the bathroom a lot."", 'Doctor: Thank you for sharing your symptoms. To help narrow down the possibilities further, could you please let me know if you have experienced any weight changes recently, alterations in sleep patterns, or any changes in your appetite? These details could greatly assist in improving the accuracy of the diagnosis.', 'Patient: I have experienced some changes in my sleep patterns, but I do not have more information about weight changes or appetite.', 'Doctor: Thank you for the additional information. To enhance the accuracy of the diagnosis, could you please describe the changes in your sleep patterns in more detail? Additionally, have you noticed any feelings of fatigue, tingling in the hands or feet, or unexplained irritability?', ""Patient: I've noticed that I feel fatigued quite often, even after getting a full night's sleep. I also experience some unexplained irritability. As for tingling in the hands or feet, I do not have more information."", ""Doctor: Thank you for providing more information. Based on the symptoms you've described, the possibilities include Diabetes Mellitus, Hypothyroidism, Depression, and Chronic Fatigue Syndrome. Could you let me know if you've experienced any changes in your vision or any digestive issues, such as nausea or changes in bowel movements? This information could help narrow down the possibilities even further."", 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described, the possible illnesses could include Diabetes Mellitus, Hypothyroidism, Depression, and Chronic Fatigue Syndrome. It's important to consult a medical professional who can conduct a thorough examination and provide an accurate diagnosis. Early detection and proper management are crucial for addressing these health concerns. Please schedule an appointment with your healthcare provider to discuss these symptoms further.""]"
15,diabetes,"['Diabetes Mellitus', 'Diabetes Insipidus', 'Hyperthyroidism', ""Sjogren's Syndrome""]",1,1,5,"[""Patient: Hello, doctor. I've been drinking a lot more water and going to the bathroom a lot more often. My mouth and throat are always dry. I've been really hungry and eating a lot more lately."", ""Doctor: It sounds like you're experiencing increased thirst, frequent urination, dry mouth, and an increased appetite. These could be symptoms of several conditions. Could you provide more details about any additional symptoms, such as fatigue, weight changes, or vision issues? This information will help narrow down the possibilities."", ""Patient: I don't have any more information about fatigue, weight changes, or vision issues right now."", ""Doctor: Based on the symptoms you've described, such as increased thirst, frequent urination, dry mouth, and increased appetite, here are some possible illnesses: Diabetes Mellitus, Diabetes Insipidus, Hyperthyroidism, and Sjogren's Syndrome. It's important to understand that these are just possibilities and consulting a medical professional for a thorough examination and accurate diagnosis is vital. Please reach out to a healthcare provider for further evaluation and management.""]"
16,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']",1,1,5,"[""Patient: Hello, doctor. Recently, I've been experiencing constipation and discomfort when having bowel movements. My anus has been quite inflamed, and there's been a lot of blood in my stool. It's also quite painful."", ""Doctor: Thank you for providing this information. To help narrow down the possibilities, could you let me know if you've experienced any other symptoms, such as changes in weight, appetite, or energy levels? Also, do you have any known allergies or chronic conditions?"", 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of constipation, discomfort during bowel movements, anal inflammation, pain, and blood in stool, here are some possible conditions: Hemorrhoids, Anal Fissure, Colorectal Cancer, and Inflammatory Bowel Disease. It is important to consult a medical professional for an accurate diagnosis and appropriate treatment.']"
17,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal fissures', 'Colorectal cancer', 'Inflammatory bowel disease']",1,1,5,"[""Patient: I've been experiencing constipation, pain during bowel movements, and pain in my anus. My stool has been really bloody, and my anus has been really irritated."", 'Doctor: Thank you for providing those details. To help narrow down the possibilities further, could you tell me if you have experienced any additional symptoms such as unexpected weight loss, fatigue, or changes in appetite? Any information about your general health and any medications you might be taking would also be helpful.', 'Patient: I do not know.', 'Doctor: Thank you for sharing that information. Since you are unsure about additional symptoms or changes in your health, it would be helpful to know if you have any other symptoms like fever, nausea, or family history of similar issues. Any further information, such as lifestyle factors or recent diet changes, could assist in refining the possibilities. Please let me know if you have any more details or questions.', 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of constipation, pain during bowel movements, bloody stool, and anal irritation, there are a few potential conditions that could be responsible. These include hemorrhoids, anal fissures, colorectal cancer, and inflammatory bowel disease. It is important to consult with a medical professional who can provide a proper diagnosis and treatment plan. Please make an appointment with a healthcare provider at your earliest convenience.']"
18,fungal infection,"['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Acne']",0,0,0,"[""Patient: I have a rash all over my body. It's itchy and red, and there are some patches that are a different color than the rest of my skin. I also have some pimples that look like little balls."", 'Doctor: Thank you for describing your symptoms. Could you provide more information? Specifically, have you noticed any recent new exposures, such as new skin products, clothing, or environmental changes? Are there any other symptoms such as fever or fatigue?', 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described, here are some possible conditions: Contact Dermatitis, Psoriasis, Eczema, and Acne. It is important to consult with a medical professional for an accurate diagnosis and appropriate treatment. They can provide further investigation and management tailored to your specific needs.""]"
19,fungal infection,"['Eczema', 'Psoriasis', 'Folliculitis', 'Contact Dermatitis']",0,0,0,"['Patient: I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.', ""Doctor: It sounds like you're experiencing a skin-related issue. Could you tell me if you have a fever, any recent changes in your diet or environment, or if you've applied any new products to your skin recently? This information could help narrow down the possibilities."", ""Patient: I do not have a fever, and there haven't been any recent changes in my diet or environment. I haven't applied any new products to my skin recently either."", ""Doctor: Thank you for providing more details. Since you don't have a fever and haven't made any recent changes that could be causing an allergic reaction, let's explore some other possibilities. Have you traveled recently or worn new clothing that might have come into contact with your skin? Also, please let me know if the spots appeared suddenly or if they have been developing over time."", ""Patient: I haven't traveled recently, and I haven't worn any new clothing. The spots have been developing over time."", 'Doctor: Thank you for the additional information. To further refine the possibilities, could you let me know if the spots are more prominent in specific areas of your body? Also, do you experience any symptoms other than itching, like burning sensations or pain? Your input will be valuable in narrowing down the causes.', ""Patient: The spots are more prominent on my arms and legs, but they are all over my body. Besides the itching, I don't really feel a burning sensation or pain."", ""Doctor: Thank you for sharing this information. It seems like the rash is widespread, with prominence on your arms and legs. Based on the itchiness and development over time without associated burning or pain, it's possible that conditions such as contact dermatitis, psoriasis, eczema, or folliculitis might be causing your symptoms. To help narrow down further, could you let me know if there is any history of skin conditions in your family, or if any lifestyle or environmental factors might provide additional clues? Your feedback will be useful to identify the cause more accurately."", 'Patient: I do not know.', ""Doctor: Based on the symptoms you have described—red, itchy spots all over your body with some lumps and no fever or recent changes in products or environment—the possible conditions could be eczema, psoriasis, folliculitis, and contact dermatitis. These conditions have skin manifestations and itching, but since there's a lack of burning or pain, these are likely possibilities. It's important to consult a healthcare professional for a formal diagnosis and treatment plan. Please see a dermatologist to explore these possibilities further.""]"
20,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Hiatal Hernia', 'Achalasia']",1,1,5,"[""Patient: I've been having trouble swallowing, and I don't feel like eating. I often feel full, even after just eating a little. I also experience heartburn, nausea, and a tingling sensation in my throat."", ""Doctor: I understand you're experiencing trouble swallowing, a sensation of fullness, heartburn, nausea, and tingling in your throat. Could you provide some more information about the severity and duration of these symptoms, or any other symptoms you may have noticed? This will help in better narrowing down potential causes."", ""Patient: The trouble swallowing and sensation of fullness happen almost every time I eat. I've been having heartburn regularly, especially after meals or when I lie down. The nausea comes and goes, but it's definitely uncomfortable, and the tingling in my throat feels like a burning sensation sometimes. These symptoms have been persistent for a while now, but I don't remember exactly how long. I do not have more information."", ""Doctor: Based on the symptoms you've described, here are some possible illnesses: Gastroesophageal Reflux Disease (GERD), Esophagitis, Hiatal Hernia, and Achalasia. It's important to remember that these are just possibilities, and I recommend consulting a medical professional to obtain a definitive diagnosis and an appropriate treatment plan.""]"
21,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Esophagitis', 'Achalasia', 'Functional Dyspepsia']",1,1,5,"[""Patient: Hello, doctor. I'm having trouble eating, and it's hard to swallow. I feel full even after eating a small meal. I also have nausea, heartburn, and a tingling sensation in my throat."", ""Doctor: I understand that you're experiencing difficulty swallowing, feeling full quickly, nausea, heartburn, and a tingling sensation in your throat. To help narrow down the possibilities further, could you please provide more details about how long you've been experiencing these symptoms and if there are any other symptoms or triggers you might have noticed?"", ""Patient: I've been experiencing these symptoms for a few weeks now. I do not have more information."", ""Doctor: Based on your symptoms of difficulty swallowing, feeling full quickly, nausea, heartburn, and a tingling sensation in the throat, it's possible that you might be experiencing conditions such as Gastroesophageal Reflux Disease (GERD), Esophagitis, Achalasia, or Functional Dyspepsia. I strongly recommend consulting a medical professional to get an accurate diagnosis and appropriate treatment. Please take care.""]"
22,hypertension,"['Heat Exhaustion', 'Anxiety Attack', 'Cardiovascular Disease', 'Vestibular Disorder']",0,0,0,"[""Patient: Hello, I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also had a headache and chest pain. Since then, I've been having trouble balancing myself."", ""Doctor: Thank you for sharing those symptoms. To improve the accuracy of the diagnosis, could you tell me if you've experienced any additional symptoms such as nausea, vomiting, sweating, or any recent injuries or illnesses? Also, have these symptoms persisted, worsened, or improved over time?"", ""Patient: I have experienced some sweating, but I haven't noticed any nausea, vomiting, or recent injuries or illnesses. The symptoms have persisted since they started during my workout."", ""Doctor: Thank you for providing further information. Since you've experienced persistent symptoms like lightheadedness, dizziness, headache, chest pain, and sweating, it could be helpful to know if you have any history of heart conditions, anxiety disorders, or have been exposed to extreme temperatures recently. Please share any additional details that could assist in refining the possibilities."", 'Patient: I do not know. I do not have more information.', ""Doctor: Based on the symptoms you've described—lightheadedness, dizziness, headache, chest pain, and sweating—some possible illnesses may include heat exhaustion, an anxiety attack, a cardiovascular issue, or a vestibular disorder. It is important to consult a medical professional for an accurate diagnosis and appropriate treatment. Please take care and seek medical attention promptly if symptoms persist or worsen.""]"
