,disease,diagnosis lists,manual_label_1,manual label,score,conversations
10,chicken pox,"['Viral Exanthem', 'Measles', 'Scarlet Fever', 'Drug Allergy']",1,1,5,"[""Patient: I've had a high fever for the past few days. I don't know what's causing it. Also, I noticed rashes on my skin and it's hard for me to resist scratching."", ""Diagnosis: ['Viral Exanthem', 'Measles', 'Scarlet Fever', 'Drug Allergy']"", 'Doctor: It sounds like you are experiencing a high fever and skin rashes, which could be indicative of various conditions. To narrow it down, could you let me know if you have taken any new medications recently, have any other symptoms, or have any known allergies? Additionally, any travel history or exposure to potential infections could be relevant.', ""Patient: I do not know. I do have a high fever and rashes, but I haven't taken any new medications that I can think of. The rashes are really itchy and hard to resist scratching. I do not have more information."", ""Diagnosis: ['Viral Exanthem', 'Measles', 'Scarlet Fever', 'Drug Allergy']"", 'Doctor: Thank you for providing more details. Since the similarity score is low, I need to gather more information to improve the diagnosis. Could you let me know if you recently traveled or came into contact with anyone who was sick? Additionally, are you experiencing any other symptoms such as cough, sore throat, or runny nose? Any pre-existing conditions or family history of illnesses could also be helpful to know.', ""Patient: I do not know. I have not traveled recently and do not recall coming into contact with anyone who was sick. I'm not experiencing a cough, sore throat, or runny nose. I do not have any pre-existing conditions or know of any relevant family history."", ""Diagnosis: ['Viral Exanthem', 'Measles', 'Scarlet Fever', 'Drug Allergy']"", ""Doctor: Thank you for sharing the additional information. Based on the symptoms of high fever and itchy skin rashes without a history of new medication intake, travel, or exposure to sickness or additional symptoms like cough or sore throat, your condition could be indicative of Viral Exanthem or similar illnesses. It's crucial to monitor your symptoms closely. Would you like to provide more information about your symptoms to help improve the accuracy of our diagnosis?"", 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of high fever and itchy skin rashes, the possible conditions include Viral Exanthem, Measles, Scarlet Fever, or a Drug Allergy. Since you have no further questions and limited additional data, I recommend consulting a medical professional for a definitive diagnosis and appropriate treatment.']"
11,chicken pox,"['Viral Exanthem', 'Thrombocytopenia', 'Scarlet Fever', 'Drug Allergy']",1,1,5,"[""Patient: Hello, doctor. I've noticed small red spots all over my body, and I'm not sure why they're there. It's really worrying me. I also feel extremely tired and have a mild fever every night."", ""Diagnosis: ['Viral Exanthem', 'Thrombocytopenia', 'Scarlet Fever', 'Drug Allergy']"", 'Doctor: Thank you for sharing your symptoms. To better understand your situation and provide a more accurate assessment, could you please let me know if you have any medical history, current medications, or have noticed any additional symptoms like itching or joint pain? Providing this information helps identify potential causes linked to your symptoms.', 'Patient: I do not have any medical history or current medications. I have noticed that the spots are quite itchy. I do not have joint pain.', ""Diagnosis: ['Viral Exanthem', 'Thrombocytopenia', 'Scarlet Fever', 'Drug Allergy']"", ""Doctor: Thank you for the additional information. Based on the symptoms you've described—small red spots, itchiness, extreme tiredness, and a mild nightly fever—I have identified a list of possible illnesses that might be causing them: Viral Exanthem, Thrombocytopenia, Scarlet Fever, and Drug Allergy. It's important to consider that these are potential conditions, and further medical evaluation is essential. Would you like to provide more information or discuss these possibilities further?"", 'Patient: I do not have more information.', ""Diagnosis: ['Viral Exanthem', 'Thrombocytopenia', 'Scarlet Fever', 'Drug Allergy']"", ""Doctor: Thank you for letting me know. Based on your current symptoms, I've identified the possible causes: Viral Exanthem, Thrombocytopenia, Scarlet Fever, and Drug Allergy. If you have any new symptoms or further details, sharing them can help refine this. Otherwise, I advise consulting a medical professional for further evaluation. Do you have any other questions or concerns?"", 'Patient: I do not have more information.', ""Doctor: Thank you for sharing your symptoms with me. Based on the information you provided—small red spots, itchiness, extreme tiredness, and a mild nightly fever—I have identified several possible causes: Viral Exanthem, Thrombocytopenia, Scarlet Fever, and Drug Allergy. It's essential to consider these potential conditions and to seek further medical evaluation from a healthcare professional. They can perform necessary tests and provide appropriate advice or treatment. Please take care and consult a doctor for further assistance.""]"
12,common cold,"['Flu', 'Mono', 'Sinusitis', 'Common Cold']",1,1,5,"[""Patient: I feel weak and my lymph nodes are swollen. My eyes burn and my throat hurts. My sinuses are congested and my nose is stuffy. I can't smell anything and my chest hurts."", ""Diagnosis: ['Flu', 'Sinusitis', 'Mono', 'Common Cold']"", ""Doctor: Could you please provide more information about your medical history and any current medications you're taking? Additionally, are you experiencing any fever or unusual fatigue besides the weakness you've mentioned? This will help in improving the accuracy of the potential diagnosis."", 'Patient: I do not have more information. I feel weak and have swollen lymph nodes. I do not know if I have a fever, but I do feel unusually fatigued.', 'Doctor: Based on your symptoms of weakness, swollen lymph nodes, burning eyes, sore throat, sinus congestion, loss of smell, chest pain, and unusual fatigue, the possible conditions could be the flu, mononucleosis, sinusitis, or the common cold. It is important to consult a medical professional for a definitive diagnosis and appropriate treatment.']"
13,common cold,"['Influenza', 'Sinusitis', 'Bronchitis', 'Common Cold']",1,1,5,"[""Patient: Hello, doctor. I've been coughing a lot and I'm freezing. My nose is stuffed up, and my face hurts. I've also been coughing up some nasty stuff. My chest and muscles hurt, and I can't smell anything. "", ""Diagnosis: ['Sinusitis', 'Common Cold', 'Influenza', 'Bronchitis']"", ""Doctor: Based on your symptoms, some possible illnesses include sinusitis, common cold, influenza, and bronchitis. To improve the accuracy of the diagnosis, could you provide more details about your medical history or any current medications you're taking? Additionally, have you experienced any fever, sore throat, or fatigue?"", ""Patient: I do not know. I have been coughing a lot, and my nose is stuffed up. My face hurts, my chest hurts, and my muscles hurt. I've been coughing up some nasty stuff, and I can't smell anything. "", ""Diagnosis: ['Sinusitis', 'Common Cold', 'Influenza', 'Bronchitis']"", ""Doctor: It seems there might be a repetition of your symptoms, and I want to ensure we have all the necessary details. Could you confirm if you've experienced any fever, sore throat, or fatigue? Additionally, any information about your medical history or current medications would be helpful to refine the diagnosis."", ""Patient: I've been freezing, but I can't say for sure if I've had a fever. My throat feels pretty sore, and I'm definitely feeling fatigued. As for my medical history or current medications, I do not have more information."", ""Diagnosis: ['Influenza', 'Sinusitis', 'Bronchitis', 'Common Cold']"", ""Doctor: Thank you for providing additional information about your sore throat and fatigue. Based on the updated symptoms, it's possible you could be experiencing influenza, sinusitis, bronchitis, or a common cold. If you can recall any other symptoms or have any updates about your medical history or medications, please let me know. This will help us improve the diagnosis. Otherwise, continue monitoring your symptoms and consult a medical professional for an accurate assessment."", 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, the possible illnesses include influenza, sinusitis, bronchitis, and the common cold. It is advisable to consult a medical professional for an accurate diagnosis and appropriate treatment. Please take care, and don't hesitate to reach out if your symptoms persist or worsen.""]"
14,diabetes,"['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Depression']",1,1,5,"[""Patient: Hello, doctor. I have been experiencing mood swings and trouble concentrating. My mind often feels hazy and foggy, and it gets difficult to handle even regular chores. I'm also feeling very thirsty all the time, and I have to use the bathroom frequently."", ""Diagnosis: ['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Depression']"", 'Doctor: Thank you for providing that information. To improve the accuracy of potential diagnoses, could you tell me more about any medical history you have and any medications you are currently taking? Additionally, do you experience any changes in appetite or weight, or issues with sleeping?', ""Patient: I do not know. I haven't noticed any significant changes in appetite or weight, and I'm not experiencing issues with sleeping. I do not have more information."", ""Diagnosis: ['Diabetes Mellitus', 'Hypothyroidism', 'Chronic Fatigue Syndrome', 'Depression']"", ""Doctor: Based on the symptoms you've shared so far, it is challenging to pinpoint a specific condition. Additional details about your medical history or any medications you are taking would be helpful. The symptoms you've described could still potentially be related to conditions such as Diabetes Mellitus, which can cause increased thirst and frequent urination, or Hypothyroidism, which can lead to mood swings and trouble concentrating. Chronic Fatigue Syndrome and Depression also fit the symptom description but other factors could lead to similar symptoms. Please try to reflect on any other symptoms you might be experiencing, even if they seem unrelated, or any history of similar episodes. Providing this information could greatly improve the accuracy of the potential diagnoses. Would you like to add more information or symptoms?"", 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, the possible conditions include Diabetes Mellitus, Hypothyroidism, Chronic Fatigue Syndrome, and Depression. These conditions can share some overlapping symptoms, which makes a precise diagnosis challenging without further information. It is important to consult a medical professional who can perform the necessary tests and evaluations to accurately diagnose your condition and recommend appropriate treatment. Please take care and seek medical advice at your earliest convenience.""]"
15,diabetes,"['Diabetes Mellitus', 'Diabetes Insipidus', 'Hyperthyroidism', ""Sjogren's Syndrome""]",1,1,5,"[""Patient: Hello, Doctor. I've been drinking a lot more water than usual and needing to go to the bathroom a lot more often. My mouth and throat are constantly dry. Also, I've been really hungry and eating much more lately."", 'Diagnosis: [\'Diabetes Mellitus\', \'Hyperthyroidism\', \'Diabetes Insipidus\', ""Sjogren\'s Syndrome""]', 'Doctor: To provide a more accurate assessment, could you please share if you have any medical history of chronic conditions such as diabetes or thyroid disorders? Also, are you currently taking any medications, and have you noticed any other symptoms such as weight changes, fatigue, or vision issues?', 'Patient: I do not know about any chronic conditions like diabetes or thyroid disorders in my medical history. I am not currently taking any medications. I have noticed feeling really hungry and eating a lot more, but I do not have more information on weight changes, fatigue, or vision issues.', 'Diagnosis: [\'Diabetes Mellitus\', \'Hyperthyroidism\', \'Diabetes Insipidus\', ""Sjogren\'s Syndrome""]', 'Doctor: Thank you for the information. Since the similarity score is low, I need a bit more detail to better understand your condition. Could you please let me know if you have experienced any sudden weight loss or gain, any episodes of fatigue, or changes in your vision recently? Additionally, have you noticed any changes in your skin or any unusual sensations in your hands or feet?', ""Patient: I haven't noticed any sudden weight loss or gain, but I do feel more tired than usual. My vision seems a little blurry sometimes. I do not know about changes in my skin, and I haven't felt any unusual sensations in my hands or feet."", 'Diagnosis: [\'Diabetes Mellitus\', \'Diabetes Insipidus\', \'Hyperthyroidism\', ""Sjogren\'s Syndrome""]', ""Doctor: Thank you for providing more detail. Based on your symptoms of increased thirst, frequent urination, dry mouth, increased hunger, and occasional blurry vision, the possible conditions are Diabetes Mellitus or Insipidus, Hyperthyroidism, and Sjogren's Syndrome. Given the similarity score is below the threshold, it would help to know if you have experienced any other symptoms like increased irritability, sleep disturbances, or unexplained anxiousness. Additionally, any family history of similar symptoms can provide further insight."", 'Patient: I do not have more information. ', ""Doctor: Based on the symptoms you've provided—such as increased thirst, frequent urination, dry mouth, increased hunger, and occasional blurry vision—the possible conditions include Diabetes Mellitus, Diabetes Insipidus, Hyperthyroidism, and Sjogren's Syndrome. Since you have no further questions, I advise consulting with a medical professional for a thorough evaluation and appropriate testing to confirm a diagnosis and receive the proper treatment. Take care and don't hesitate to reach out for further assistance if needed.""]"
16,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal Fissure', 'Diverticulosis', 'Colorectal Cancer']",1,1,5,"[""Patient: Hello, doctor. I've been having a lot of discomfort lately. I've been constipated, and it hurts when I have bowel movements. My anus feels very inflamed, and I've noticed a lot of blood in my stool recently."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Diverticulosis', 'Colorectal Cancer']"", 'Doctor: It seems like you are experiencing some significant symptoms. Could you please provide more information about any other symptoms you might be having, as well as your medical history and current medications? This will help us better assess your condition and improve the accuracy of the diagnosis.', ""Patient: I've been dealing with constipation, discomfort when having bowel movements, and pain around my anus. It's also been really inflamed, and I've noticed a lot of blood in my stool. I don't have more information about my medical history or any current medications."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Diverticulosis', 'Colorectal Cancer']"", ""Doctor: Thank you for providing more details. To improve the accuracy of the assessment, I recommend discussing additional symptoms or providing any overlooked medical history. If there's any history of gastrointestinal issues in your family, or if you've experienced weight loss, fatigue, or changes in appetite, please let me know. Otherwise, consulting with a healthcare professional for a thorough evaluation is advised."", 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of constipation, pain during bowel movements, and the presence of blood in your stool, your condition could be related to several potential illnesses: Hemorrhoids, Anal Fissure, Diverticulosis, or Colorectal Cancer. It is crucial to consult a healthcare professional for a thorough evaluation and appropriate management of your symptoms. Please ensure to discuss any new symptoms or changes in your condition with your doctor for further guidance.']"
17,dimorphic hemorrhoids,"['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']",1,1,5,"[""Patient: Hi, doctor. Lately, I've been experiencing constipation and pain during bowel movements. There's also been quite a bit of bloody stool, and my anus feels really irritated."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']"", ""Doctor: Thank you for sharing your symptoms. To help narrow down the possible causes, could you please provide more information about your medical history, any current medications you are taking, or if you've noticed any additional symptoms like changes in weight, abdominal pain, or fever? This information will help in providing a more accurate assessment."", 'Patient: I do not know.', ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']"", ""Doctor: I understand. Since the similarity score is below the threshold, let's gather a bit more information to help improve the accuracy of the diagnosis. Have you noticed any recent changes in your diet or physical activity levels? Also, do you have a family history of colorectal cancer or other gastrointestinal diseases? Your answers will help us to understand your situation better."", ""Patient: I haven't noticed any recent changes in my diet or physical activity levels. I do not have more information about a family history of colorectal cancer or other gastrointestinal diseases."", ""Diagnosis: ['Hemorrhoids', 'Anal Fissure', 'Colorectal Cancer', 'Inflammatory Bowel Disease']"", ""Doctor: Thank you for providing this information. Based on your symptoms and the details you've shared, the possible illnesses are hemorrhoids, anal fissure, colorectal cancer, and inflammatory bowel disease. If you have any additional symptoms like unexplained weight loss or fatigue, please let me know. If you have more details or further questions, feel free to provide them, as this can help refine the assessment. If you do not have more questions or concerns, I advise consulting a healthcare professional for a thorough evaluation."", 'Patient: I do not have more information. I will consult a healthcare professional for a thorough evaluation.', 'Doctor: Based on the symptoms you have provided, the possible illnesses include hemorrhoids, anal fissure, colorectal cancer, and inflammatory bowel disease. Since you do not have further questions, I strongly advise you to consult a healthcare professional for a thorough evaluation and appropriate diagnosis.']"
18,fungal infection,"['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Urticaria']",0,0,0,"[""Patient: I have a rash all over my body. It's itchy and red, and there are some patches that are a different color than the rest of my skin. I also have some pimples that look like little balls."", ""Diagnosis: ['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Urticaria']"", ""Doctor: Based on the symptoms you described, it's possible you might be experiencing conditions such as contact dermatitis, psoriasis, eczema, or urticaria. Your similarity score is below our threshold, which means I need more information to improve the accuracy of the diagnosis. Have you recently started any new medications or changed any personal care products? Do you have any known allergies or a family history of skin conditions? Additionally, are there any other symptoms you're experiencing, such as fever or joint pain?"", 'Patient: I have not started any new medications or changed any personal care products recently. I do not have any known allergies or a family history of skin conditions. I am not experiencing a fever or joint pain.', ""Diagnosis: ['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Urticaria']"", ""Doctor: Thank you for providing additional information. Based on what you've shared, the conditions of contact dermatitis, psoriasis, eczema, or urticaria still seem possible. Could you please describe if there are any activities or exposures you think might have triggered the rash, like different foods, environments, or stressful events? Also, can you tell me more about how long the rash has been present and if it changes throughout the day?"", 'Patient: I do not know. The rash has been there for a little while now, but I have not noticed it changing much throughout the day.', ""Diagnosis: ['Contact Dermatitis', 'Psoriasis', 'Eczema', 'Urticaria']"", 'Doctor: Thank you for sharing additional details. Since the similarity score is still below our threshold, it would be helpful to gather more information to improve diagnostic accuracy. Are there any specific activities or environments that worsen or improve the rash? Additionally, have you noticed any changes in diet, stress levels, or travel history that could provide insights?', 'Patient: I do not have more information.', ""Doctor: Thank you for the information you've provided. Based on your symptoms, the possible conditions include contact dermatitis, psoriasis, eczema, and urticaria. Since the symptom descriptions are quite similar to these conditions, I recommend consulting a medical professional for a thorough evaluation and accurate diagnosis. They can conduct any necessary tests and provide you with appropriate treatment options.""]"
19,fungal infection,"['Allergic Reaction', 'Dermatitis', 'Heat Rash', 'Pityriasis Rosea']",0,0,0,"['Patient: I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.', ""Diagnosis: ['Allergic Reaction', 'Dermatitis', 'Heat Rash', 'Pityriasis Rosea']"", ""Doctor: Thank you for the information. To help me give you a more accurate assessment, could you provide any additional symptoms you're experiencing, such as fever or changes in general health? Additionally, it would be helpful to know if you have any known allergies, your recent activities that might expose you to allergens or irritants, any recent changes in medication, or existing medical conditions. This information will help me narrow down the list of possible illnesses you might be experiencing."", ""Patient: I do not have any additional symptoms like fever. I don't have any known allergies. I haven't changed my medication recently, and I can't think of any recent activity that might have exposed me to allergens or irritants. I do not have more information."", ""Doctor: Based on the information you've provided, here are some possible illnesses that might be causing your symptoms: Allergic Reaction, Dermatitis, Heat Rash, and Pityriasis Rosea. It's essential to consult a medical professional to obtain an accurate diagnosis and appropriate treatment. Thank you for reaching out, and take care.""]"
20,gastroesophageal reflux disease,"['Gastroesophageal Reflux Disease (GERD)', 'Esophageal Stricture', 'Peptic Ulcer', 'Hiatal Hernia']",1,1,5,"[""Patient: Hello, doctor. I've been having trouble swallowing, and I don't feel like eating much. I also often feel full even after just eating a little. I experience heartburn, nausea, and a tingling sensation in my throat."", ""Diagnosis: ['Gastroesophageal Reflux Disease (GERD)', 'Esophageal Stricture', 'Peptic Ulcer', 'Hiatal Hernia']"", 'Doctor: It seems we need more information to help narrow down the possible causes. Could you provide any details on your medical history or current medications? Have you experienced weight loss, vomiting, or any changes in bowel movements? Any additional symptoms you might have noticed could be helpful.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, the possible conditions could include Gastroesophageal Reflux Disease (GERD), Esophageal Stricture, Peptic Ulcer, and Hiatal Hernia. However, to obtain a definitive diagnosis and appropriate treatment, I would recommend consulting a medical professional who can conduct a thorough evaluation of your symptoms and medical history. Please take care and seek medical attention.""]"
21,gastroesophageal reflux disease,"['Gastroesophageal reflux disease (GERD)', 'Esophagitis', 'Hiatal hernia', 'Esophageal stricture']",1,1,5,"[""Patient: Hello, Doctor. I've been having trouble eating and it's hard to swallow. I feel full even after eating just a small meal. I'm also experiencing nausea, heartburn, and a tingling sensation in my throat."", ""Diagnosis: ['Gastroesophageal reflux disease (GERD)', 'Esophagitis', 'Hiatal hernia', 'Esophageal stricture']"", ""Doctor: Thank you for sharing your symptoms. To better understand your situation, could you provide more information about any medical history you might have and any current medications you're taking? This will help in assessing your symptoms more accurately."", 'Patient: I do not know.', ""Diagnosis: ['Gastroesophageal reflux disease (GERD)', 'Esophagitis', 'Hiatal hernia', 'Esophageal stricture']"", ""Doctor: Thank you for the information you have provided so far. Since we're relying on the symptoms alone, and there's no additional information on your medical history or medications, more detailed symptoms could help us further. Please let me know if there are any additional details you can provide about your symptoms or if anything has changed since you first noticed them. Also, if you have any questions or concerns, feel free to share."", 'Patient: I do not have more information.', 'Doctor: Based on your symptoms of difficulty swallowing, feeling full quickly, nausea, heartburn, and a tingling sensation in your throat, possible conditions could include Gastroesophageal reflux disease (GERD), Esophagitis, Hiatal hernia, or Esophageal stricture. As you do not have further questions, I recommend consulting with a medical professional for a thorough examination and accurate diagnosis.']"
22,hypertension,"['Heat Exhaustion', 'Dehydration', 'Heart Attack', 'Anxiety Attack']",0,0,0,"[""Patient: I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also had a headache and chest pain. I've been having trouble balancing myself since then."", ""Diagnosis: ['Dehydration', 'Heat Exhaustion', 'Heart Attack', 'Vertigo']"", 'Doctor: It sounds like you experienced a sudden onset of lightheadedness, dizziness, headache, chest pain, and trouble with balance during your workout. These symptoms could be signs of several conditions, such as dehydration, heat exhaustion, a heart attack, or vertigo. Could you provide more information about your medical history, any medications you are currently taking, or any additional symptoms you might be experiencing? This information will help improve the accuracy of the assessment.', 'Patient: I do not know.', ""Diagnosis: ['Dehydration', 'Heat Exhaustion', 'Heart Attack', 'Vertigo']"", 'Doctor: I understand that you are unsure about your medical history and medications. To help improve the accuracy of the assessment, could you provide more detail on any additional symptoms you experienced during or after your workout? For instance, do you experience any nausea, sweating, or palpitations? Additionally, have you had similar episodes before, or is this the first time?', ""Patient: During the workout, I felt lightheaded and dizzy. I also had a headache and chest pain. I don't think I experienced any nausea, but I remember sweating a lot more than usual. I did feel my heart racing, so maybe that's palpitations? This was the first time it's been this severe."", ""Diagnosis: ['Heat Exhaustion', 'Dehydration', 'Heart Attack', 'Anxiety Attack']"", ""Doctor: Based on the similarity score, it seems there is still room to improve the accuracy of the assessment. Given your symptoms of lightheadedness, dizziness, headache, chest pain, increased sweating, and palpitations during your workout, it could point to heat exhaustion, dehydration, a possible heart-related issue, or even an anxiety attack. Since this is the first time these symptoms have been severe, it's important to consider these possibilities. Could you provide any other context or symptoms that might help us refine the diagnosis further? For example, have you noticed any changes in your exercise routine, diet, hydration levels, or has there been an increase in stress recently?"", 'Patient: I do not have more information.', 'Doctor: Based on the symptoms you described, including sudden lightheadedness, dizziness, headache, chest pain, excessive sweating, and palpitations during your workout, the possible conditions could be heat exhaustion, dehydration, a heart-related issue, or an anxiety attack. Since this is a new experience for you and it was particularly severe, it is important to consult a medical professional for a thorough evaluation and to ensure proper care.']"
23,hypertension,"['Migraine', 'Anxiety Disorder', 'Hypertension', 'Coronary Artery Disease']",0,1,2,"[""Patient: I've been having a headache and chest pain. I've also been feeling dizzy and unstable. I'm also having problems focusing."", ""Diagnosis: ['Migraine', 'Anxiety Disorder', 'Hypertension', 'Coronary Artery Disease']"", 'Doctor: Thank you for providing that information. To better understand your symptoms and provide a more accurate diagnosis, could you please let me know about any existing medical conditions, current medications you are taking, or any additional symptoms that you might be experiencing? This information will help narrow down the possibilities.', 'Patient: I do not have more information.', 'Doctor: Based on the symptoms of headache, chest pain, dizziness, and issues with focus, the possible illnesses include Migraine, Anxiety Disorder, Hypertension, and Coronary Artery Disease. I recommend consulting a medical professional for a thorough evaluation and appropriate treatment.']"
24,impetigo,"['Herpes Simplex Virus Infection', 'Scarlet Fever', 'Measles', 'Chickenpox']",0,0,0,"[""Patient: I have a fever and a headache. I also have sores near my nose and rashes on my neck. I'm really struggling right now."", ""Diagnosis: ['Herpes Simplex Virus Infection', 'Scarlet Fever', 'Measles', 'Chickenpox']"", 'Doctor: Thank you for sharing your symptoms. Could you please provide more information about your symptoms or any medical history? For example, are you currently taking any medications or experiencing additional symptoms like fatigue or swollen lymph nodes? This information could help improve the accuracy of the possible diagnosis.', ""Patient: I have sores near my nose and rashes on my neck. I've also been having a fever and a headache. I don't know if I have swollen lymph nodes or if I'm experiencing fatigue. I am not currently taking any medications. I do not have more information."", ""Doctor: Based on the symptoms you've described, possible illnesses could include Herpes Simplex Virus Infection, Scarlet Fever, Measles, and Chickenpox. It's important to consult with a medical professional for a more accurate diagnosis and appropriate treatment. Please seek medical attention to ensure you receive the proper care.""]"
25,impetigo,"['Measles', 'Scarlet Fever', 'Lupus', 'Shingles']",0,0,0,"[""Patient: Hello, doctor. I'm running a fever and I have a rash on my face, neck, and arms. The rash is painful and red. I'm worried about my health."", ""Diagnosis: ['Measles', 'Scarlet Fever', 'Contact Dermatitis', 'Lupus']"", 'Doctor: Thank you for sharing your symptoms. To improve the accuracy of the diagnosis, could you tell me if you have any other symptoms such as joint pain, headache, or fatigue? Also, do you have any known allergies or are you currently on any medications?', ""Patient: I don't have joint pain or headache, but I do feel tired. I’m not aware of any allergies and I'm not currently on any medications."", ""Diagnosis: ['Measles', 'Scarlet Fever', 'Contact Dermatitis', 'Lupus']"", 'Doctor: Thank you for providing additional information. Based on your symptoms of fever, painful red rash on the face, neck, and arms, and fatigue, possibilities include measles, scarlet fever, contact dermatitis, and lupus. Would you like to provide more information or details about the rash, such as when it started or any changes in its appearance?', ""Patient: The rash started a few days ago. It began as small red spots and has since become more widespread. It's now painful and has spread to my face, neck, and arms."", ""Diagnosis: ['Measles', 'Scarlet Fever', 'Contact Dermatitis', 'Lupus']"", ""Doctor: Thank you for the detailed description of the rash's progression. Given your symptom profile of fever, painful red rash that spread and fatigue, the possibilities include measles, scarlet fever, contact dermatitis, and lupus. Would you like to provide more specific details about the rash's appearance, like whether it is blistering, or any other symptoms you've noticed, to enhance the accuracy of the diagnosis?"", 'Patient: The rash is red and painful, and there are some blisters. I do not have more information.', ""Diagnosis: ['Measles', 'Scarlet Fever', 'Contact Dermatitis', 'Lupus']"", 'Doctor: Thank you for the additional details about the rash. It seems we have some potentially relevant possibilities so far, including measles, scarlet fever, contact dermatitis, and lupus. Since the similarity score is slightly below the threshold needed for a more confident assessment, could you provide more details on any other symptoms, like whether the fever has fluctuated or if you have experienced any swelling, to help improve diagnostic accuracy?', ""Patient: My fever has been fairly consistent, and I don't think it has fluctuated much. I haven't noticed any swelling. The rash is painful and red, and it's mainly on my face, neck, and arms."", ""Diagnosis: ['Measles', 'Scarlet Fever', 'Lupus', 'Shingles']"", ""Doctor: Thank you for the information about the consistent fever and absence of swelling. Given the symptoms of a fever, painful red rash with blisters, and fatigue, the possible illnesses remain measles, scarlet fever, and lupus, with shingles also entering the consideration due to blistering. If there are any additional details you can think of, like changes in appetite, or if you've had recent exposure to illnesses, please share them. Otherwise, consulting a healthcare provider would be advisable for a thorough evaluation and necessary tests."", 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, including fever, painful red rash with blisters mainly on your face, neck, and arms, and fatigue, the possible illnesses include measles, scarlet fever, lupus, and shingles. It is important to consult a healthcare professional for a thorough evaluation and appropriate tests to determine the exact cause and receive the necessary treatment.""]"
26,jaundice,"['Hepatitis', 'Gallstones', 'Pancreatitis', 'Liver Disease']",1,1,5,"['Patient: I have been feeling really sick lately. I have been itching all over, and I have been vomiting. I have also lost a lot of weight, and I have a fever. My skin has turned yellow, and my urine is dark. I have also been having abdominal pain.', ""Diagnosis: ['Hepatitis', 'Gallstones', 'Pancreatitis', 'Liver Disease']"", 'Doctor: Based on your symptoms, which include jaundice, dark urine, itching, vomiting, fever, and abdominal pain, a few potential conditions could be hepatitis, gallstones, pancreatitis, or a liver disorder. Could you please provide any additional information on your medical history or any medications you are currently taking? This information could help narrow down the possibilities and improve the accuracy of the assessment.', 'Patient: I do not have more information.', 'Doctor: Thank you for sharing your symptoms. Based on the information provided, the potential conditions could include hepatitis, gallstones, pancreatitis, or liver disease. I strongly advise you to consult with a medical professional for a comprehensive evaluation and appropriate testing to confirm the diagnosis and receive the necessary treatment.']"
27,jaundice,"['Hepatitis', 'Liver Cirrhosis', 'Pancreatitis', 'Gallstones']",1,1,5,"[""Patient: I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark and my skin is yellow. I also have stomach pain."", ""Diagnosis: ['Hepatitis', 'Liver Cirrhosis', 'Pancreatitis', 'Gallstones']"", 'Doctor: Thank you for providing information about your symptoms. To improve the accuracy of the diagnosis, could you tell me more about your medical history, any current medications you are taking, or any additional symptoms you may have experienced? This information would be very helpful.', 'Patient: I do not have more information.', ""Doctor: Based on the symptoms you've described, here are four possible conditions: Hepatitis, Liver Cirrhosis, Pancreatitis, and Gallstones. It's essential to consult with a medical professional for an accurate diagnosis and appropriate treatment. Take care.""]"
